务	M
所	E
律	B
师	E
。	S

被	B
告	E
刘	B
明	M
生	E
。	S

被	B
告	E
赵	B
玉	M
芳	E
。	S

本	B
院	E
在	S
审	B
理	E
原	B
告	E
蔡	B
丹	M
红	E
与	S
被	B
告	E
刘	B
明	M
生	E
、	S
赵	B
玉	M
芳	E
民	B
间	E
借	B
贷	E
纠	B
纷	E
一	B
案	E
中	S
，	S
原	B
告	E
蔡	B
丹	M
红	E
于	S
2	B
0	M
1	M
2	M
年	E
1	B
1	M
月	E
1	B
5	M
日	E
向	S
本	B
院	E
申	B
请	E
撤	B
回	E
起	B
诉	E
。	S

本	B
院	E
认	B
为	E
，	S
原	B
告	E
蔡	B
丹	M
红	E
申	B
请	E
撤	B
回	E
对	S
被	B
告	E
刘	B
明	M
生	E
、	S
赵	B
玉	M
芳	E
的	S
起	B
诉	E
，	S
不	S
影	B
响	E
国	B
家	E
、	S
集	B
体	E
和	S
第	B
三	E
人	S
的	S
利	B
益	E
，	S
符	B
合	E
法	B
律	E
规	B
定	E
，	S
应	S
予	S
准	B
许	E
。	S
据	S
此	S
，	S
依	B
照	E
《	S
中	B
华	E
人	B
民	E
共	B
和	M
国	E
民	B
事	E
诉	B
讼	M
法	E
》	S
第	B
一	M
百	M
三	M
十	M
一	E
条	S
第	B
一	E
款	S
、	S
第	B
一	M
百	M
四	M
十	E
条	S
第	B
一	E
款	S
（	S
五	S
）	S
项	S
的	S
规	B
定	E
，	S
裁	B
定	E
如	B
下	E
：	S

准	B
许	E
原	B
告	E
蔡	B
丹	M
红	E
撤	B
回	E
起	B
诉	E
。	S

审	B
判	M
员	E
龚	B
晓	M
明	E

二	B
〇	M
一	M
二	M
年	E
十	B
一	M
月	E
十	B
五	M
日	E

书	B
记	M
员	E
张	B
莉	E
，	S

成	B
都	M
市	E
成	B
华	M
区	E
人	B
民	E
法	B
院	E

民	B
事	E
裁	B
定	M
书	E

（	S
2	B
0	M
1	M
4	E
）	S
成	B
华	E
民	B
初	E
字	S
第	B
3	M
6	M
3	M
4	E
号	S

原	B
告	E
蔡	B
某	M
某	E
。	S

委	B
托	E
代	B
理	M
人	E
陈	B
杰	E
，	S
四	B
川	E
致	B
高	E
守	B
民	E
律	B
师	E
事	B
务	M
所	E
律	B
师	E
，	S
特	B
别	E
授	B
权	E
。	S

被	B
告	E
曾	B
某	M
某	E
。	S

被	B
告	E
雅	B
安	M
市	E
兴	B
康	M
通	E
汽	B
车	E
销	B
售	E
服	B
务	E
有	B
限	E
公	B
司	E
。	S

法	B
定	E
代	B
表	M
人	E
曾	B
某	M
某	E
。	S

本	B
院	E
在	S
审	B
理	E
原	B
告	E
蔡	B
某	M
某	E
与	S
被	B
告	E
曾	B
某	M
某	E
、	S
雅	B
安	M
市	E
兴	B
康	M
通	E
汽	B
车	E
销	B
售	E
服	B
务	E
有	B
限	E
公	B
司	E
民	B
间	E
借	B
贷	E
纠	B
纷	E
一	B
案	E
中	S
，	S
原	B
告	E
蔡	B
某	M
某	E
于	S
2	B
0	M
1	M
4	M
年	E
1	B
0	M
月	E
1	B
3	M
日	E
向	S
本	B
院	E
提	B
出	E
撤	B
诉	E
申	B
请	E
。	S

本	B
院	E
认	B
为	E
，	S
原	B
告	E
蔡	B
某	M
某	E
的	S
撤	B
诉	E
申	B
请	E
符	B
合	E
有	B
关	E
法	B
律	E
的	S
规	B
定	E
。	S
依	B
照	E
《	S
中	B
华	E
人	B
民	E
共	B
和	M
国	E
民	B
事	E
诉	B
讼	M
法	E
》	S
第	B
一	M
百	M
四	M
十	M
五	E
条	S
的	S
规	B
定	E
，	S
裁	B
定	E
如	B
下	E
：	S

准	B
许	E
原	B
告	E
蔡	B
某	M
某	E
撤	B
回	E
起	B
诉	E
。	S

案	B
件	E
受	B
理	M
费	E
1	B
0	M
0	M
5	M
0	E
元	S
，	S
原	B
告	E
已	S
预	B
交	E
至	S
本	B
院	E
，	S
退	B
还	E
原	B
告	E
1	B
0	M
0	M
5	M
0	E
元	S
。	S

代	B
理	E
审	B
判	M
员	E
陈	B
玲	E

二	B
〇	M
一	M
四	M
年	E
十	B
月	E
十	B
三	M
日	E

书	B
记	M
员	E
薛	B
素	E
，	S

南	B
充	M
市	E
顺	B
庆	M
区	E
人	B
民	E
法	B
院	E

民	B
事	E
裁	B
定	M
书	E

（	S
2	B
0	M
1	M
5	E
）	S
顺	B
庆	E
民	B
初	E
字	S
第	B
2	M
3	M
0	M
8	E
号	S

原	B
告	E
蔡	B
军	E
。	S

被	B
告	E
冉	B
海	M
林	E
。	S

本	B
院	E
在	S
审	B
理	E
原	B
告	E
蔡	B
军	E
诉	S
被	B
告	E
冉	B
海	M
林	E
民	B
间	E
借	B
贷	E
纠	B
纷	E
一	B
案	E
中	S
，	S
原	B
告	E
于	S
2	B
0	M
1	M
5	M
年	E
7	B
月	E
1	B
0	M
日	E
向	S
本	B
院	E
提	B
出	E
撤	B
诉	E
申	B
请	E
。	S

本	B
院	E
认	B
为	E
：	S
原	B
告	E
自	B
愿	E
撤	B
回	E
起	B
诉	E
，	S
符	B
合	E
有	B
关	E
法	B
律	E
规	B
定	E
。	S
依	B
照	E
《	S
中	B
华	E
人	B
民	E
共	B
和	M
国	E
民	B
事	E
诉	B
讼	M
法	E
》	S
第	B
十	M
三	E
条	S
、	S
第	B
一	M
百	M
四	M
十	M
五	E
条	S
第	B
一	E
款	S
、	S
第	B
一	M
百	M
五	M
十	M
四	E
条	S
第	S
（	S
五	S
）	S
项	S
，	S
裁	B
定	E
如	B
下	E
：	S

准	B
许	E
原	B
告	E
蔡	B
军	E
撤	B
回	E
起	B
诉	E
。	S

本	B
案	E
受	B
理	M
费	E
7	B
9	E
元	S
，	S
由	S
原	B
告	E
蔡	B
军	E
负	B
担	E
。	S

审	B
判	M
员	E
梁	B
媛	E

二	B
〇	M
一	M
五	M
年	E
七	B
月	E
十	B
日	E

书	B
记	M
员	E
任	B
芷	M
函	E
，	S

成	B
都	M
市	E
金	B
牛	M
区	E
人	B
民	E
法	B
院	E

民	B
事	E
裁	B
定	M
书	E

（	S
2	B
0	M
1	M
5	E
）	S
金	B
牛	E
执	B
裁	E
字	S
第	B
4	M
4	E
号	S

申	B
请	E
执	B
行	M
人	E
蔡	B
某	M
某	E
，	S
男	S
，	S
汉	B
族	E
，	S
1	B
9	M
7	M
1	M
年	E
3	B
月	E
4	B
日	E
出	B
生	E
，	S
住	S
成	B
都	M
市	E
金	B
牛	M
区	E
。	S

委	B
托	E
代	B
理	M
人	E
蔡	B
勇	E
，	S
四	B
川	E
君	B
合	E
律	B
师	E
事	B
务	M
所	E
律	B
师	E
。	S

被	B
执	M
行	M
人	E
安	B
徽	E
创	B
联	E
路	B
桥	E
工	B
程	E
有	B
限	E
责	B
任	E
公	B
司	E
。	S
住	B
所	M
地	E
：	S
安	B
徽	M
省	E
庐	B
江	M
县	E
。	S

法	B
定	E
代	B
表	M
人	E
梁	B
满	M
意	E
，	S
董	B
事	M
长	E
。	S

被	B
执	M
行	M
人	E
施	B
某	M
某	E
，	S
男	S
，	S
汉	B
族	E
，	S
1	B
9	M
8	M
3	E
年	S
3	B
月	E
1	B
7	M
日	E
出	B
生	E
，	S
住	S
安	B
徽	M
省	E
蚌	B
埠	M
市	E
禹	B
会	M
区	E
。	S

案	B
外	M
人	E
王	B
某	M
某	E
，	S
男	S
，	S
汉	B
族	E
，	S
1	B
9	M
8	M
9	M
年	E
2	B
月	E
1	B
3	M
日	E
出	B
生	E
，	S
住	S
安	B
徽	M
省	E
桐	B
城	M
市	E
。	S

委	B
托	E
代	B
理	M
人	E
刘	B
爱	M
民	E
，	S
安	B
徽	E
潜	B
川	E
律	B
师	E
事	B
务	M
所	E
律	B
师	E
。	S

蔡	B
雷	M
明	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
工	B
程	E
有	B
限	E
责	B
任	E
公	B
司	E
（	S
以	B
下	E
简	B
称	E
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
）	S
以	B
及	E
施	B
某	M
某	E
民	B
间	E
借	B
贷	E
纠	B
纷	E
一	B
案	E
，	S
蔡	B
雷	M
明	E
依	B
据	E
本	B
院	E
（	S
2	B
0	M
1	M
4	E
）	S
金	B
牛	E
民	B
初	E
字	S
第	B
3	M
8	M
9	M
6	E
号	S
民	B
事	E
调	B
解	M
书	E
向	S
本	B
院	E
申	B
请	E
强	B
制	E
执	B
行	E
。	S
在	S
执	B
行	E
中	S
，	S
本	B
院	E
裁	B
定	E
扣	B
划	E
了	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
银	B
行	E
存	B
款	E
1	B
5	M
6	M
.	M
5	M
万	E
元	S
。	S
嗣	B
后	E
，	S
案	B
外	M
人	E
王	B
某	M
某	E
向	S
本	B
院	E
提	B
出	E
异	B
议	E
申	B
请	E
。	S
本	B
院	E
受	B
理	E
后	S
，	S
依	B
法	E
组	B
成	E
合	B
议	M
庭	E
进	B
行	E
了	S
审	B
查	E
，	S
现	S
已	S
审	B
查	E
完	B
毕	E
。	S

案	B
外	M
人	E
王	B
某	M
某	E
异	B
议	E
称	S
，	S
“	S
桐	B
城	M
市	E
2	B
0	M
1	M
4	E
农	B
村	E
公	B
路	E
大	B
中	M
修	E
工	B
程	E
（	S
第	B
二	E
批	S
）	S
”	S
是	S
王	B
某	M
某	E
挂	B
靠	E
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
的	S
资	B
质	E
，	S
从	S
安	B
徽	M
省	E
交	B
通	E
主	B
管	E
部	B
门	E
承	B
包	E
并	S
实	B
际	E
施	B
工	E
的	S
工	B
程	E
。	S
2	B
0	M
1	M
5	M
年	E
2	B
月	E
9	B
日	E
，	S
王	B
某	M
某	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
签	B
订	E
《	S
内	B
部	E
责	B
任	E
承	B
包	E
合	B
同	M
书	E
》	S
，	S
该	S
合	B
同	E
约	B
定	E
，	S
由	S
王	B
某	M
某	E
施	B
工	E
的	S
上	B
述	E
工	B
程	M
款	E
，	S
必	B
须	E
汇	B
入	E
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
开	B
设	E
在	S
中	B
国	E
工	B
商	E
银	B
行	E
合	B
肥	E
庐	B
江	E
支	B
行	E
账	B
户	E
内	S
。	S
2	B
0	M
1	M
5	M
年	E
2	B
月	E
1	B
7	M
日	E
桐	B
城	M
市	E
财	B
政	E
国	B
库	E
支	B
付	E
中	B
心	E
将	S
王	B
某	M
某	E
施	B
工	E
的	S
工	B
程	M
款	E
8	B
0	M
万	E
元	S
汇	B
入	E
上	B
述	E
账	B
户	E
。	S
同	B
日	E
，	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
将	S
其	B
中	E
6	B
9	M
8	M
6	M
5	M
4	E
元	S
回	B
给	E
了	S
王	B
某	M
某	E
，	S
余	B
款	E
1	B
0	M
1	M
3	M
4	M
6	E
元	S
工	B
程	M
款	E
暂	B
时	E
存	B
放	E
在	S
上	B
述	E
账	B
户	E
。	S
可	S
就	S
在	S
王	B
某	M
某	E
准	B
备	E
将	S
办	B
理	E
上	B
述	E
余	B
款	E
的	S
支	B
取	E
手	B
续	E
时	S
，	S
2	B
0	M
1	M
5	M
年	E
3	B
月	E
1	B
8	M
日	E
，	S
成	B
都	M
市	E
金	B
牛	M
区	E
人	B
民	E
法	B
院	E
从	S
上	B
述	E
账	B
户	E
扣	B
划	E
1	B
5	M
6	M
.	M
5	M
万	E
元	S
，	S
其	B
中	E
就	S
有	S
王	B
某	M
某	E
的	S
1	B
0	M
1	M
3	M
4	M
6	E
元	S
工	B
程	M
款	E
。	S
综	B
上	E
，	S
请	B
求	E
法	B
院	E
依	B
法	E
裁	B
定	E
中	B
止	E
对	S
上	B
述	E
1	B
0	M
1	M
3	M
4	M
6	E
元	S
的	S
执	B
行	E
并	S
将	S
该	S
款	S
退	B
回	E
给	S
王	B
某	M
某	E
。	S

王	B
某	M
某	E
向	S
本	B
院	E
提	B
交	E
了	S
以	B
下	E
证	B
据	E
：	S
《	S
内	B
部	E
责	B
任	E
承	B
包	E
合	B
同	M
书	E
》	S
1	S
份	S
，	S
中	B
国	E
工	B
商	E
银	B
行	E
股	B
份	E
有	B
限	E
公	B
司	E
合	B
肥	E
庐	B
江	E
支	B
行	E
业	B
务	E
回	B
单	E
（	S
付	B
款	E
）	S
1	S
份	S
，	S
中	B
国	E
工	B
商	E
银	B
行	E
股	B
份	E
有	B
限	E
公	B
司	E
合	B
肥	E
庐	B
江	E
支	B
行	E
业	B
务	E
回	B
单	E
（	S
收	B
款	E
）	S
1	S
份	S
。	S

蔡	B
雷	M
明	E
辩	B
称	E
，	S
从	S
王	B
某	M
某	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
签	B
订	E
《	S
内	B
部	E
责	B
任	E
承	B
包	E
合	B
同	M
书	E
》	S
可	B
以	E
看	B
出	E
，	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
将	S
“	S
桐	B
城	M
市	E
2	B
0	M
1	M
4	E
农	B
村	E
公	B
路	E
大	B
中	M
修	E
工	B
程	E
（	S
第	B
二	E
批	S
）	S
”	S
非	B
法	E
转	B
包	E
给	S
了	S
王	B
某	M
某	E
，	S
该	S
转	B
包	E
行	B
为	E
不	S
受	S
法	B
律	E
保	B
护	E
。	S
即	B
使	E
王	B
某	M
某	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
之	B
间	E
存	B
在	E
挂	B
靠	E
关	B
系	E
，	S
王	B
某	M
某	E
借	B
用	E
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
的	S
资	B
质	E
承	B
包	E
工	B
程	E
，	S
但	S
挂	B
靠	E
合	B
同	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
的	S
中	B
标	E
合	B
同	E
是	S
不	S
同	S
的	S
法	B
律	E
关	B
系	E
，	S
也	S
构	B
成	E
不	S
同	S
的	S
法	B
律	E
债	B
权	E
债	B
务	E
关	B
系	E
。	S
王	B
某	M
某	E
提	B
交	E
的	S
银	B
行	E
业	B
务	E
回	B
单	E
也	S
清	B
楚	E
表	B
明	E
，	S
付	B
款	M
人	E
不	S
是	S
王	B
某	M
某	E
，	S
而	S
是	S
项	B
目	E
的	S
业	B
主	M
方	E
。	S
该	S
款	B
项	E
到	B
账	E
后	S
，	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
有	S
实	B
际	E
支	B
配	E
和	S
控	B
制	E
的	S
权	B
利	E
，	S
也	S
就	S
是	S
说	S
该	S
笔	S
款	B
项	E
支	B
付	E
给	S
谁	S
，	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
拥	B
有	E
决	B
定	M
权	E
。	S
本	B
案	E
查	B
封	E
的	S
账	B
户	E
记	B
载	E
的	S
权	B
利	M
人	E
是	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
，	S
账	B
户	E
里	S
的	S
资	B
金	E
属	B
于	E
货	B
币	E
资	B
金	E
，	S
法	B
律	E
上	S
讲	S
属	B
于	E
种	B
类	M
物	E
，	S
不	S
是	S
特	B
定	E
物	B
权	E
的	S
载	B
体	E
，	S
法	B
院	E
查	B
封	E
扣	B
划	E
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
单	B
位	E
账	B
户	E
资	B
金	E
没	B
有	E
法	B
律	E
义	B
务	E
去	S
审	B
查	E
其	S
资	B
金	E
来	B
源	E
，	S
根	B
据	E
公	B
示	E
原	B
则	E
应	B
当	E
认	B
定	E
账	B
户	E
资	B
金	E
应	S
归	B
属	E
于	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
。	S
挂	B
靠	E
协	B
议	E
作	B
为	E
内	B
部	E
约	B
定	E
，	S
不	S
对	S
外	S
产	B
生	E
抗	B
辩	E
效	B
力	E
，	S
王	B
某	M
某	E
仅	B
有	E
的	S
权	B
利	E
只	B
能	E
是	S
向	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
主	B
张	E
不	B
当	E
得	B
利	E
返	B
还	E
。	S
王	B
某	M
某	E
提	B
出	E
的	S
执	B
行	E
异	B
议	E
，	S
没	B
有	E
法	B
律	E
依	B
据	E
，	S
请	B
求	E
法	B
院	E
依	B
法	E
驳	B
回	E
。	S

经	S
审	B
查	E
查	B
明	E
，	S
蔡	B
雷	M
明	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
以	B
及	E
施	B
某	M
某	E
民	B
间	E
借	B
贷	E
纠	B
纷	E
一	B
案	E
，	S
双	B
方	E
当	B
事	M
人	E
在	S
本	B
院	E
主	B
持	E
下	S
达	B
成	E
了	S
以	B
下	E
调	B
解	E
协	B
议	E
：	S
“	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
欠	S
蔡	B
雷	M
明	E
借	B
款	E
本	B
金	E
1	B
9	M
6	M
万	E
元	S
，	S
利	B
息	E
2	B
7	M
万	E
元	S
，	S
共	B
计	E
2	B
2	M
3	M
万	E
元	S
，	S
于	S
2	B
0	M
1	M
4	M
年	E
4	B
月	E
2	B
5	M
日	E
前	S
支	B
付	E
2	B
5	M
万	E
元	S
，	S
余	B
款	E
1	B
9	M
8	M
万	E
元	S
于	S
2	B
0	M
1	M
4	M
年	E
5	B
月	E
3	B
0	M
日	E
前	S
一	B
次	M
性	E
付	B
清	E
。	S
施	B
某	M
某	E
对	S
上	B
述	E
款	B
项	E
承	B
担	E
连	B
带	E
清	B
偿	E
责	B
任	E
等	S
”	S
。	S
本	B
院	E
于	S
2	B
0	M
1	M
4	M
年	E
4	B
月	E
2	B
1	M
日	E
出	B
具	E
（	S
2	B
0	M
1	M
4	E
）	S
金	B
牛	E
民	B
初	E
字	S
第	B
3	M
8	M
9	M
6	E
号	S
民	B
事	E
调	B
解	M
书	E
，	S
对	S
上	B
述	E
协	B
议	E
予	B
以	E
确	B
认	E
。	S
由	B
于	E
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
以	B
及	E
施	B
某	M
某	E
未	S
履	B
行	E
上	B
述	E
民	B
事	E
调	B
解	M
书	E
上	S
所	S
确	B
认	E
的	S
还	B
款	E
义	B
务	E
，	S
蔡	B
雷	M
明	E
向	S
本	B
院	E
申	B
请	E
强	B
制	E
执	B
行	E
。	S
在	S
执	B
行	E
过	B
程	E
中	S
，	S
本	B
院	E
于	S
2	B
0	M
1	M
5	M
年	E
3	B
月	E
1	B
8	E
日	S
出	B
具	E
（	S
2	B
0	M
1	M
5	E
）	S
金	B
牛	E
执	B
字	E
第	B
6	M
0	M
9	E
号	S
执	B
行	E
裁	B
定	M
书	E
，	S
裁	B
定	E
：	S
“	S
冻	B
结	E
（	S
划	B
拨	E
）	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
银	B
行	E
存	B
款	E
2	B
1	M
5	M
万	E
元	S
”	S
，	S
并	S
于	S
当	B
月	E
1	B
8	M
日	E
向	S
中	B
国	E
工	B
商	E
银	B
行	E
合	B
肥	E
庐	B
江	E
支	B
行	E
发	B
出	E
《	S
协	B
助	E
扣	B
划	E
存	B
款	E
通	B
知	M
书	E
》	S
，	S
扣	B
划	E
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
在	S
上	B
述	E
银	B
行	E
账	B
户	E
存	B
款	E
1	B
5	M
6	M
.	M
5	M
万	E
元	S
至	S
本	B
院	E
账	B
户	E
。	S

另	S
查	B
明	E
，	S
王	B
某	M
某	E
提	B
交	E
的	S
《	S
内	B
部	E
责	B
任	E
承	B
包	E
合	B
同	M
书	E
》	S
上	S
载	B
明	E
：	S
王	B
某	M
某	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
于	S
2	B
0	M
1	M
5	M
年	E
2	B
月	E
6	B
日	E
签	B
订	E
上	B
述	E
合	B
同	E
，	S
就	S
“	S
桐	B
城	M
市	E
2	B
0	M
1	M
4	E
农	B
村	E
公	B
路	E
大	B
中	M
修	E
工	B
程	E
（	S
第	B
二	E
批	S
）	S
”	S
，	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
暂	S
按	B
照	E
合	B
同	M
价	E
的	S
3	B
%	E
收	B
取	E
技	B
术	E
服	B
务	M
费	E
，	S
该	S
费	B
用	E
在	S
第	B
一	E
批	S
工	B
程	M
款	E
中	S
扣	B
除	E
等	S
。	S
王	B
某	M
某	E
提	B
交	E
的	S
银	B
行	E
回	B
单	E
上	S
载	B
明	E
：	S
2	B
0	M
1	M
5	M
年	E
2	B
月	E
1	B
7	M
日	E
桐	B
城	M
市	E
财	B
政	E
国	B
库	E
支	B
付	E
中	B
心	E
向	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
账	B
户	E
内	S
转	B
款	E
8	B
0	M
万	E
元	S
，	S
同	B
日	E
，	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
账	B
户	E
向	S
王	B
某	M
某	E
转	B
款	E
6	B
9	M
8	M
6	M
5	M
4	E
元	S
，	S
摘	B
要	E
为	S
工	B
程	M
款	E
。	S

本	B
院	E
认	B
为	E
，	S
本	B
院	E
裁	B
定	E
将	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
在	S
中	B
国	E
工	B
商	E
银	B
行	E
合	B
肥	E
庐	B
江	E
支	B
行	E
账	B
户	E
上	S
的	S
款	B
项	E
予	B
以	E
扣	B
划	E
，	S
并	B
不	E
违	B
反	E
法	B
律	E
的	S
规	B
定	E
。	S
至	B
于	E
王	B
某	M
某	E
提	B
出	E
上	B
述	E
账	B
户	E
上	S
1	B
0	M
1	M
3	M
4	M
6	E
元	S
工	B
程	M
款	E
的	S
权	B
属	E
问	B
题	E
，	S
属	B
于	E
王	B
某	M
某	E
与	S
安	B
徽	E
创	B
联	E
路	B
桥	E
公	B
司	E
之	B
间	E
的	S
法	B
律	E
关	B
系	E
，	S
应	B
当	E
通	B
过	E
诉	B
讼	E
或	B
者	E
其	B
他	E
合	B
法	E
途	B
径	E
予	B
以	E
确	B
认	E
。	S
据	S
此	S
，	S
依	B
照	E
《	S
中	B
华	E
人	B
民	E
共	B
和	M
国	E
民	B
事	E
诉	B
讼	M
法	E
》	S
第	B
二	M
百	M
二	M
十	M
七	E
条	S
的	S
规	B
定	E
，	S
裁	B
定	E
如	B
下	E
：	S

驳	B
回	E
案	B
外	M
人	E
王	B
某	M
某	E
的	S
异	B
议	E
。	S

如	S
不	S
服	S
本	S
裁	B
定	E
，	S
可	B
以	E
自	S
裁	B
定	E
送	B
达	E
之	S
日	S
起	S
十	B
五	E
日	S
内	S
向	S
成	B
都	M
市	E
金	B
牛	M
区	E
人	B
民	E
法	B
院	E
提	B
起	E
诉	B
讼	E
。	S

审	B
判	M
长	E
徐	B
燕	M
华	E

审	B
判	M
员	E
游	B
永	E

审	B
判	M
员	E
廖	B
群	M
艳	E

二	B
o	M
一	M
五	M
年	E
七	B
月	E
二	B
日	E

书	B
记	M
员	E
邵	B
霜	E

相	B
关	E
法	B
律	E
条	B
文	E
：	S

《	S
中	B
华	E
人	B
民	E
共	B
和	M
国	E
民	B
事	E
诉	B
讼	M
法	E
》	S
(	S
2	B
0	M
0	M
7	E
修	B
正	E
)	S

第	B
二	M
百	M
零	M
四	E
条	S
执	B
行	E
过	B
程	E
中	S
，	S
案	B
外	M
人	E
对	S
执	B
行	M
标	E
的	S
提	B
出	E
书	B
面	E
异	B
议	E
的	S
，	S
人	B
民	E
法	B
院	E
应	B
当	E
自	S
收	B
到	E
书	B
面	E
异	B
议	E
之	S
日	S
起	S
十	B
五	E
日	S
内	S
审	B
查	E
，	S
理	B
由	E
成	B
立	E
的	S
，	S
裁	B
定	E
中	B
止	E
对	S
该	S
标	S
的	S
的	S
执	B
行	E
；	S
理	B
由	E
不	S
成	B
立	E
的	S
，	S
裁	B
定	E
驳	B
回	E
。	S
案	B
外	M
人	E
、	S
当	B
事	M
人	E
对	S
裁	B
定	E
不	S
服	S
，	S
认	B
为	E
原	S
判	B
决	E
、	S
裁	B
定	E
错	B
误	E
的	S
，	S
依	B
照	E
审	B
判	E
监	B
督	E
程	B
序	E
办	B
理	E
；	S
与	S
原	S
判	B
决	E
、	S
裁	B
定	E
无	B
关	E
的	S
，	S
可	B
以	E
自	S
裁	B
定	E
送	B
达	E
之	S
日	S
